song, acoustic, dance, energy, inst, loud, speech, valence, tempo, bassmusic, breakbeat, disco, downtempo, dnb, erock, jungle, hardcore, hardstyle, hauntology, hip hop fusion, trap, house, industrial, techno, trance, uk garage
77mVQ3nmIau6fRuTG81HF6,0.000949,0.659,0.529,0,-12.097,0.392,0.631,150.819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66tkKvIRiNOVuZ4VLQRquL,0.886,0.254,0.538,0.118,-7.498,0.034,0.483,128.393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Rvjpyr0IV4LlJ2O7o6jVh,0.283,0.582,0.419,0.14,-9.315,0.0314,0.399,117.418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
629Y3dMVXGAddQ2cZiCaqs,0.984,0.0602,0.127,0.878,-23.064,0.0412,0.032,67.313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6LMAeSiM6YiiGsfE1G4jUD,0.874,0.333,0.328,0.901,-17.8,0.0383,0.0398,149.532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6QBxDp7SjcqgcNh5ucDga9,0.939,0.315,0.0814,0.909,-23.608,0.0359,0.0392,76.265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60o3KN2AC1egj7Tk3I0laZ,0.955,0.219,0.396,0.933,-14.264,0.0394,0.163,133.906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7Bc847O3AJsMwmvCFCwOvf,0.953,0.595,0.135,0.919,-14.551,0.0346,0.0774,78.083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3TRb8Wm644PAarRbXklzCc,0.774,0.123,0.111,0.048,-12.268,0.0367,0.07,75.533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0xNilafmwlOFQVGyEeYgCk,0.776,0.194,0.774,0.914,-11.17,0.089,0.19,134.913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0yGROd1yLTCjlFxtVtXc9a,0.903,0.271,0.161,0.67,-15.04,0.0382,0.106,115.187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1kkwJyZZlp9WEmJvcQ0CZn,0.372,0.546,0.434,0.302,-9.215,0.0303,0.637,119.234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1RK1peYSghV78t7GLANs82,0.761,0.479,0.162,0.95,-16.522,0.0396,0.329,109.523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3H2y68dxeI55N0PRHHPJtE,0.235,0.127,0.436,0.758,-17.185,0.0505,0.0599,79.226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1D0yQA4n1yF5P6YGQHEnmw,0.249,0.578,0.55,0.894,-8.374,0.0574,0.172,76.962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3Ev17Q2JMcp19Wi5g8yIbo,0.0259,0.518,0.402,0.946,-10.399,0.0383,0.531,158.064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4DHYglJXgyw4sDEh0whI3J,0.00308,0.559,0.53,0.169,-12.002,0.058,0.255,91.067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2RPbEp0DyBVlkRvvYKopO7,0.151,0.706,0.688,0,-6.357,0.269,0.313,125.966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1r3M82sqImOu3AUwRdELRT,0.276,0.803,0.637,1.68e-05,-7.191,0.105,0.5,97.032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4mbOTHs6heygME9uDHg0mf,0.335,0.567,0.675,0,-6.699,0.219,0.651,167.737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1fb6b2Mas9q2mWxJazzeRI,0.0944,0.591,0.892,0,-6.114,0.293,0.712,89.849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71RgnWLv0ktFfH3cvB7XzU,0.00673,0.766,0.423,0,-9.822,0.324,0.573,91.498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2f9ZC75ny97PooFTU9U968,0.545,0.677,0.667,0.0349,-8.074,0.166,0.15,89.443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2fDT3A5tLwiySARQEawvRo,0.0893,0.65,0.509,0,-6.106,0.322,0.364,88.848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4KkwBjTLeXmBSIwLFqwlKU,0.0903,0.759,0.756,2.36e-06,-8.145,0.266,0.613,87.059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2ej1A2Ze6P2EOW7KfIosZR,0.655,0.565,0.749,0.432,-6.629,0.0769,0.881,180.598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7ckK9JSAnCWy0m1fm1JBud,0.748,0.636,0.48,0.000626,-9.554,0.3,0.359,83.928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3oNn2Qg40BPekTa4zxpSp2,0.537,0.792,0.538,0,-8.654,0.314,0.761,91.992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3OqURh8wE0rCeGMck0ADcu,0.176,0.779,0.427,1.42e-06,-7.365,0.418,0.275,133.669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3cmW5eArAwzxsOsSaHBC8j,0.0951,0.68,0.556,5.37e-06,-11.325,0.04,0.62,88.938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71lyUtIPCMAYjTwwwxy2jW,0.532,0.667,0.523,2.12e-05,-9.477,0.329,0.409,143.934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2prHMFvkekTqqFdB5r6QJJ,0.719,0.659,0.489,0,-8.399,0.413,0.822,76.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2C0Y5RUvreuiElhHuce9Rv,0.6,0.7,0.393,6.08e-06,-10.88,0.0471,0.477,79.638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7IB5b3Y8FBR24X5mGjCo42,0.892,0.544,0.602,1.05e-06,-7.614,0.537,0.46,83.929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5Ru9OjtEw5htfnVKpYsIcv,0.305,0.72,0.67,0,-10.224,0.132,0.566,121.342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0KTvHwi5cDdZh86cpZztfu,0.364,0.752,0.584,0.017,-10.634,0.275,0.264,94.918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19yMYXxG3gtIbKxOpQo9vL,0.784,0.6,0.589,0.224,-8.296,0.29,0.59,81.815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4IWKqjDmoYFsgjDBDcFWdj,0.525,0.806,0.563,0.00112,-6.872,0.378,0.489,89.916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1mAOHPG4li3vdjE9NQQMzD,0.802,0.581,0.415,0.00159,-9.125,0.435,0.352,89.076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67OqATrkCmWT5irJqdlhCV,0.714,0.512,0.418,0.00745,-11.481,0.368,0.283,140.436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1ox8lFk6eMgHbijGIrc0YC,0.88,0.485,0.484,2.53e-06,-11.223,0.155,0.292,133.186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5leMnCGZPyrZMNSN5TX5uw,0.769,0.741,0.618,0.0292,-6.537,0.167,0.892,83.98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7qwt4xUIqQWCu1DJf96g2k,0.641,0.839,0.473,0.000459,-7.835,0.0607,0.0644,98.732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5pVm3hoYZFdi1an6PMWgu5,0.617,0.558,0.616,7.13e-05,-10.213,0.24,0.476,75.215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5dLcULVu6RIT3BVnJudLnc,0.206,0.813,0.725,0,-3.845,0.16,0.617,93.999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6mKleTW8ULbeXuEOj8r20y,0.733,0.72,0.682,6.33e-05,-8.246,0.145,0.569,86.996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7E3gF8d9EEXRqLzsNKFK3A,0.712,0.726,0.556,0.000122,-5.619,0.223,0.578,88.018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2Ad56krxfaqxaQPAfj2Wbs,0.289,0.857,0.436,0,-7.79,0.159,0.314,82.012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1qwcpunOIZsMcnl9lqEVKn,0.773,0.533,0.644,0,-9.442,0.414,0.594,83.863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5jYOjVGBokIuwlbLziDnFy,0.205,0.785,0.624,0,-9.984,0.272,0.356,91.835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6HoxCTQU2P7YlT2LQWq4gH,0.0285,0.817,0.568,0.000108,-5.237,0.16,0.323,90.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3qGjwSndrhD7hWMTPjfsqT,0.765,0.598,0.578,0,-6.468,0.474,0.508,80.774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1aI71C2hn6RGLhNPpD2Gew,0.882,0.689,0.376,4.66e-05,-10.819,0.357,0.62,87.979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4cYrmuOhhLl9XXkAgeXKF7,0.612,0.637,0.467,9.7e-06,-7.678,0.151,0.452,87.056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7nh7IABbu2JfEL1wMCXsNg,0.374,0.7,0.728,0,-5.525,0.265,0.557,93.759,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6Q2wQud0dEXtM9CenNKmLc,0.724,0.485,0.691,0.000159,-8.815,0.359,0.321,90.924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3u72mCiUlP0pTuk6qwf5BU,0.791,0.503,0.61,0.0491,-9.774,0.13,0.0721,87.891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0FMMLKHb74VB0H5u2fP6xo,0.599,0.69,0.567,9.2e-05,-10.875,0.311,0.609,96.002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4uTJ0UP9GA2YxtlrwVjIav,0.365,0.596,0.637,2.91e-05,-6.712,0.291,0.545,81.157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18Qp2oQlUvoG09Xh5vlp4Z,0.744,0.649,0.648,0,-7.275,0.343,0.639,93.294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6BViSvY3B6cUm8da5rI85R,0.112,0.781,0.774,4.02e-06,-6.927,0.352,0.882,89.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2Dqm89nskJPOhC5XhJaQtA,0.437,0.474,0.848,0,-2.4,0.371,0.559,73.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1kxq2ByL62HX8YQQdvK3mz,0.103,0.549,0.804,0,-6.115,0.366,0.707,190.479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1MR8gPeWqgnV3lVDuANexu,0.681,0.663,0.659,0.000195,-6.249,0.443,0.761,79.066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0utlOiJy2weVl9WTkcEWHy,0.319,0.898,0.283,0.000383,-12.335,0.356,0.469,138.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1jzIJcHCXneHw7ojC6LXiF,0.308,0.538,0.612,0,-6.02,0.424,0.684,168.197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6Y9JFYyGCcD34RJ7gTMcQM,0.618,0.451,0.728,0,-4.291,0.254,0.892,74.896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47euMdzPz6bdj7EKPy369S,0.561,0.813,0.412,0.00477,-8.356,0.205,0.427,90.807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41H7ayURsGvzBWj77ZddWt,0.195,0.503,0.511,0,-11.024,0.36,0.383,81.871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4meQGI49dD8lCvG0PGckdO,0.316,0.684,0.363,8.73e-05,-11.032,0.221,0.535,81.468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7prM6PuZ5psmHNKhpznKbP,0.18,0.78,0.599,0,-6.447,0.286,0.585,92.261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5mxVKAuunOKqcBfR5ivbRf,0.272,0.54,0.738,0,-5.34,0.446,0.528,178.727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4buCx1tDm7tScLKJfnv9KI,0.00699,0.607,0.413,0.355,-12.359,0.392,0.571,74.419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34HAlaqKnkgvYMXuAO3hoU,0.478,0.761,0.43,0.0287,-7.213,0.191,0.728,83.024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7MLqgNb7ULMSL8IK6Kirfc,0.483,0.493,0.7,0.00447,-11.64,0.347,0.961,135.091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388jD8ko9cvFM9cd9TYDrl,0.601,0.535,0.448,0,-8.919,0.175,0.284,120.554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2b3KgzISdjZVNPJJ1945nw,0.24,0.52,0.807,0.00257,-6.281,0.409,0.628,178.012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0jlqkPNyvf6rk1jfB8uHwH,0.0346,0.71,0.604,0,-5.086,0.15,0.57,89.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1EzmbuNqWPd2JUv9eV94n6,0.555,0.582,0.589,0.00206,-11.398,0.33,0.379,73.817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0eEXcw3JLVXcRxYrVYMy68,0.184,0.866,0.534,0.266,-9.201,0.229,0.841,98.243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0,-8.106,0.285,0.757,81.029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0dnX3Wa1SrhZht7DUSr3dr,0.0365,0.602,0.454,0,-11.975,0.389,0.334,86.626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6RBMpENxbx74lTdR5SBcaF,0.119,0.733,0.67,0,-3.532,0.132,0.763,86.983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
02vbwgCw4piXoMteswBt5I,0.0452,0.908,0.417,0.0824,-8.244,0.255,0.81,104.504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2MAaiV0bbeq4FpSwPe2rR8,0.0352,0.773,0.581,0,-8.466,0.432,0.711,94.093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0PV1TFUMTBrDETzW6KQulB,0.125,0.59,0.672,1.04e-06,-11.792,0.412,0.688,206.247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
714aHwn1FH8kOK6OZlawSU,0.634,0.582,0.361,0,-11.293,0.361,0.66,78.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4ESmlV7WQS23wPHhKz5nP3,0.378,0.673,0.634,0,-11.125,0.449,0.676,85.723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17HX3hJTSSyohbjvopppmq,0.752,0.805,0.717,5.22e-06,-7.879,0.334,0.721,93.989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3gRlmtdCyNoKiyozn2pqc9,0.0285,0.753,0.749,0,-6.132,0.316,0.832,93.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6Ius4TC0L3cN74HT7ENE6e,0.0751,0.517,0.705,0,-8.205,0.364,0.584,175.906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5yKLMpfzek46RNHURFB3mb,0.429,0.633,0.711,0.0148,-7.1,0.209,0.467,170.022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3kxZU0JYNPHmP4vZXgDFM9,0.678,0.568,0.914,1.08e-05,-5.587,0.276,0.725,91.902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7ElN6SNOtnBy7pqPwLd66I,0.902,0.468,0.558,0.0005,-9.943,0.48,0.851,140.006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50oMV9ChVZchW4zAcsKigA,0.042,0.82,0.592,0,-7.001,0.313,0.905,90.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2rk0lCpO1vkKAQ6BC8bjUX,0.25,0.636,0.61,0.000121,-9.665,0.119,0.296,125.227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5Zrgq01PBwsQrdLH9s2bze,0.165,0.665,0.349,0.327,-8.974,0.11,0.343,77.981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5MTX6AgLIsDmrEQjcixp12,0.621,0.711,0.64,0,-8.961,0.0828,0.101,123.848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0q2rsdNc3FiahPJjvzLQAG,0.483,0.455,0.488,0.0582,-11.705,0.242,0.15,149.924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4zUfhFkTcRed5WaZRnqAF8,0.502,0.697,0.443,1.61e-05,-10.044,0.187,0.351,96.957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4c2VZAmTgDo0Wp2bsvpfFv,0.788,0.659,0.591,3.21e-06,-10.4,0.191,0.322,122.068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4ZROo3NwUM3UusHizN33h3,0.713,0.558,0.762,0.000271,-7.562,0.326,0.857,78.045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5MvCurNMpM3WCCSs40cd37,0.832,0.42,0.701,0,-7.582,0.339,0.671,79.716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3mqqVZEmxyherPAuk07DdA,0.765,0.515,0.435,0.00391,-9.243,0.282,0.592,102.101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10WdVv0gEYHTPpeDxpiXEd,0.481,0.781,0.648,0.01,-8.878,0.042,0.591,116.747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5DOZZe7PypFsrvJY8KSjpT,0.512,0.41,0.821,0,-6.131,0.473,0.549,143.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
06TOkR7dO7PLwhToEMB48x,0.00637,0.354,0.836,0.763,-7.394,0.0628,0.407,106.365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5q0j833Z1jYzpQ6nZHaIIh,0.373,0.42,0.825,0.000951,-5.976,0.285,0.555,125.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1R7X8ZHKHHeGeT6fUGzhyU,0.221,0.778,0.713,0.0016,-10.612,0.196,0.886,149.942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18aMRjZhzTiErH82ZEOgAe,0.0256,0.805,0.718,0.107,-7.927,0.111,0.803,140.009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0Jr95eANVwjcM2505A76pD,0.863,0.424,0.478,0.00489,-11.543,0.0523,0.592,80.803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0fAehaneUJdlSlWXYe1KZp,0.278,0.716,0.568,1.98e-06,-8.904,0.212,0.905,136.894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6JKoTnberZoBgUuxa6l4Kh,0.204,0.619,0.742,0,-6.995,0.496,0.782,144.602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0lppL7OMGEnzruhQUT9fZq,0.401,0.474,0.688,0,-6.047,0.184,0.741,152.087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228nYWqXzsBS9Ha0SIpM7q,0.347,0.732,0.473,0,-7.197,0.271,0.394,47.811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1p1b9LdLJ0REuFJX9mYtFX,0.337,0.528,0.595,0,-10.35,0.281,0.36,130.396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69jGxyfw3lzGGYf78jdkpF,0.846,0.669,0.612,0.233,-5.768,0.0293,0.612,98.475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4LFlhkM5ALYhXX6K8yIPrM,0.037,0.655,0.704,0,-4.655,0.165,0.229,159.864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43nb2YqCQDnwMtPN2MLZ6g,0.0975,0.814,0.551,0.000174,-13.879,0.15,0.681,96.993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4wyB2qKRr9XDU0VLUtHyYG,0.176,0.768,0.779,5.81e-06,-4.761,0.0393,0.45,91.988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73O30uMI7n6DuzBmbtO7kC,0.046,0.817,0.737,1.57e-05,-5.453,0.102,0.67,93.985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76ppdNxh5cJs1N5C7srqqC,0.00227,0.86,0.522,0,-8.649,0.406,0.814,167.554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3ZXoAG183ccdAnrSKd0C1n,0.0549,0.776,0.768,6.14e-05,-4.638,0.0408,0.141,105.042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UlOyRlfKFNM2bUCOfLTBr,0.681,0.834,0.575,0,-11.222,0.156,0.729,102.999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0lfvQXgWGEPABSaOgny7Cr,0.15,0.593,0.684,0,-6.686,0.307,0.716,127.118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2UWip8UbXZaeLureLM53qm,0.000136,0.731,0.951,0.891,-7.637,0.0882,0.181,168.016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5H3xFTbB7jxtCzl21LGoAJ,0.685,0.8,0.547,6.08e-06,-5.196,0.155,0.609,91.989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2KE1yPkridRrIncDMIFZb3,0.0437,0.943,0.249,2.16e-06,-11.324,0.105,0.141,129.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2UWip8UbXZaeLureLM53qm,0.000136,0.731,0.951,0.891,-7.637,0.0882,0.181,168.016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30KoUHpVBkVeXPeRQIaOzq,0.286,0.741,0.693,0.769,-8.333,0.08,0.858,142.998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4wbTLYd6brnbWNRX2dhwIt,0.014,0.728,0.768,2.33e-05,-4.504,0.0386,0.49,132.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7uQp5KdhJugizIlvUttQ7l,0.631,0.839,0.744,0.00045,-5.561,0.0547,0.776,108.949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3vEfpQu1E5s5aBQS2uDrZq,0.0489,0.864,0.565,0.000346,-8.389,0.0957,0.615,103.023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0rygxaz4gmooEKR2fZnUPS,0.102,0.867,0.537,0,-8.137,0.0865,0.53,119.916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5Wt72ypEBOy9mgbNHIjQOd,0.227,0.963,0.548,0.00253,-5.582,0.0676,0.974,110.979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6WpQ5jEkaRulaJ4YFC4ffW,0.0776,0.828,0.546,0,-6.216,0.334,0.779,81.987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0tya6NxtlalVlTsmb9dQhl,0.00224,0.632,0.528,4.88e-06,-11.421,0.039,0.413,159.992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0SC8WVNmSDbJGcAcjwCPqt,0.175,0.872,0.882,1.48e-05,-5.802,0.0734,0.954,118.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3rr07WmHNtKaYKyP4GZ3Wm,0.109,0.81,0.708,1.1e-05,-5.835,0.107,0.597,87.985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0feEdOl8XdRezAvMpQDuVA,0.16,0.807,0.759,0,-3.77,0.107,0.723,183.945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0462x6U040l1W0FXqPmsD5,0.125,0.755,0.81,0,-4.061,0.235,0.297,101.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3X4jfVs5tnrNlLhd0Onm4F,0.112,0.663,0.213,0.00633,-23.159,0.0298,0.138,94.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5lgy2Weblj0X22b47rv5yc,0.129,0.839,0.605,0.00804,-6.314,0.0961,0.535,93.015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4MsgwzFyFSyTsFsYwljrp9,0.0285,0.822,0.514,0,-11.185,0.522,0.429,152.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
690EOpb7KoObryFnnPv1po,0.286,0.893,0.444,2.44e-05,-10.645,0.0921,0.435,120.037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7gxysW73WUNatE4GQXQmkv,0.255,0.68,0.815,0,-4.685,0.0889,0.8,176.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2ZvwXGynek1WZOHqGXp4pM,0.609,0.67,0.537,0,-7.357,0.0395,0.667,77.991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5i7t2nipJ8MWtJijKLsg5L,0.272,0.804,0.533,2.66e-06,-8.32,0.176,0.342,140.096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
458IrNQqhhBpplOUduuEQQ,0.512,0.935,0.576,2.11e-06,-6.439,0.326,0.298,97.969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3YuQh5QyxcoqrBI7xWFan3,0.275,0.759,0.767,4.96e-06,-5.885,0.105,0.776,180.104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65lVCs1EbGqMFD17eWY3nA,0.0937,0.807,0.924,0.0016,0.13,0.0859,0.831,120.019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6zZR7ZpYuunzSAjNMiNZIV,0.108,0.701,0.895,0.00106,-5.061,0.0453,0.884,104.984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5aVf7ieElFIJU1R4y4NslW,0.601,0.81,0.832,0.113,-2.617,0.0953,0.751,96.642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6DqA3LchzbplQEIkqXFMrK,0.0313,0.807,0.576,0,-9.406,0.215,0.56,171.902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2lT7grw9RwNiUDhrnbXaUP,0.319,0.929,0.714,2.37e-05,-4.709,0.207,0.786,97.998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
